run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,asset_signal_id,canonical_article_id,title,original_url,published,summary,article_integrity_status,article_integrity_reason,primary_display_section,secondary_display_sections,repeat_exposure_status,published_date_normalized,collected_date_normalized,article_age_days,freshness_bucket,freshness_status,freshness_reason,freshness_score,access_status,canonical_asset_or_project_name,raw_project_or_property_name,address_or_location_clue,intersection_or_corridor,neighborhood_or_submarket,city,state_or_region,residential_sector,asset_type,gp_or_developer,owner_or_sponsor,lender_or_capital_partner,entitlement_status,permit_status,construction_status,delivery_or_timing_reference,unit_count,dollar_amount,site_size_or_area,deal_or_project_type,asset_strategy_signal,site_control_signal,execution_stage,primary_development_category,primary_category_reason,asset_opportunity_score,asset_risk_score,woomi_asset_relevance,recommended_asset_follow_up,evidence_article_title,source,url,confidence_level
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0020,Entitlement / Permitting - California - 80 homes coming to 824 S. Gladys Ave. in San Gabriel,80,AST-20260602-020,art_f03032f65ed2e232,80 homes coming to 824 S. Gladys Ave. in San Gabriel,https://la.urbanize.city/post/80-homes-coming-824-s-gladys-ave-san-gabriel,"Mon, 01 Jun 2026 13:05:00 +0000","80 homes coming to 824 S. Gladys Ave. in San Gabriel | Urbanize LA Skip to main content Advertisement Advertisement A property just west of the Rubio Wash in San Gabriel is set for redeveloping with housing, according to an environmental notice. The project site, a vacant lot at 824 S. Gladys Avenue, is being developed by Orange County-based Olson Homes . Plans call for a collection of three-story building featuring 80 residential units with parking for 165 vehicles. Project entitlements include",valid,title/source/url metadata are internally consistent,Market Intelligence,,acceptable_repeat,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,80 homes coming to 824 S. Gladys Ave. in San Gabriel,80 homes coming to 824 S. Gladys Ave. in San Gabriel,824 S. Gladys Ave,General submarket monitoring,Los Angeles,Los Angeles,California,Mixed-Use Residential,Mixed-Use Residential,,,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,Entitlement Play,Entitlement Play,Land / parcel referenced,Site Search / Early Signal,approval_watch,matched entitlement,61,16,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",80 homes coming to 824 S. Gladys Ave. in San Gabriel,Urbanize LA,https://la.urbanize.city/post/80-homes-coming-824-s-gladys-ave-san-gabriel,Medium
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0041,Entitlement / Permitting - Atlanta / Georgia - Cambridge Properties Bringing New Life to Aging Charlotte Center,80,AST-20260602-072,art_e60c8ea567aa8fb8,Georgia Tech Student Housing Investors Ink Refi,https://www.connectcre.com/stories/georgia-tech-student-housing-investors-ink-refi/,"Tue, 19 May 2026 14:15:45 +0000","Atlanta & Southeast News In Your Inbox Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Atlanta & Southeast + Atlanta + Student Housing | May 19, 2026 By: Mike Boyd Georgia Tech Student Housing Investors Ink Refi A team comprising LV Collective and Kayne Anderson Real Estate has closed on a refinancing of a student housing venture near the Georgia Tech Campus. The project, called Rambler Atlanta, is a 798-bed student housing community in midtown Atlanta. C",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,repeat_penalized,2026-05-19,2026-06-02,14,recent_4_14d,usable_recent,published date parsed; article age 14 day(s),55,accessible,Refinancing - Atlanta / Georgia - Georgia Tech Student Housing Investors Ink Refi,Refinancing - Atlanta / Georgia - Georgia Tech Student Housing Investors Ink Refi,Atlanta,University-adjacent,Atlanta,Los Angeles,Unknown,Student Housing,Student Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,Refinancing,Refinancing / Recapitalization,Existing asset refinance,Unknown,excluded,transaction / capital guard: refinancing,60,46,Relevant to acquisition / JV sourcing,"Review acquisition, financing, ownership, and comparable transaction details",Georgia Tech Student Housing Investors Ink Refi,Connect CRE Atlanta,https://www.connectcre.com/stories/georgia-tech-student-housing-investors-ink-refi/,Low
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0126,Disposition / Exit - Other / Unknown - NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter,80,AST-20260602-065,art_01f101c2d42f947b,Interra Realty Brokers Sale of Bucktown Mixed-Use Property,https://www.connectcre.com/stories/interra-realty-brokers-sale-of-bucktown-mixed-use-property/,"Mon, 01 Jun 2026 20:45:54 +0000","Chicago & Midwest CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Chicago & Midwest + North Side + Apartments | June 1, 2026 By: Jasmine Kilman Interra Realty Brokers Sale of Bucktown Mixed-Use Property Interra Realty brokered the $4.95 million sale of 2105 W. Caton St. in Chicago’s Bucktown neighborhood. The nine-unit mixed-use property traded for $550,000 per unit. Interra Senior Managing Partner Brad Feldman represented the buye",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,acceptable_repeat,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,Disposition / Exit - Other / Unknown - Interra Realty Brokers Sale of Bucktown Mixed-Use Property,Disposition / Exit - Other / Unknown - Interra Realty Brokers Sale of Bucktown Mixed-Use Property,Unknown,Mixed-use corridor,Unknown,Other / Unknown,Unknown,Mixed-Use Residential,Mixed-Use Residential,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$4.95 million; $550; $4.95 million,,Disposition / Exit,General Asset Signal,Existing asset sale,Unknown,excluded,transaction / capital guard: disposition,60,33,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Interra Realty Brokers Sale of Bucktown Mixed-Use Property,Connect CRE,https://www.connectcre.com/stories/interra-realty-brokers-sale-of-bucktown-mixed-use-property/,Low
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0012,Palmdale Chipotle Sale Sets Cap Rate Benchmark,100,AST-20260602-018,art_b4cd03841b97e08a,Palmdale Chipotle Sale Sets Cap Rate Benchmark,https://www.connectcre.com/stories/palmdale-chipotle-sale-sets-cap-rate-benchmark/,"Mon, 01 Jun 2026 10:24:33 +0000","California CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. California + Los Angeles + Net Lease | June 1, 2026 By: Paul Bubny Palmdale Chipotle Sale Sets Cap Rate Benchmark SRS Real Estate Partners completed the $4.39-million sale of a single-tenant property occupied by Chipotle located at 3852 W Rancho Vista Blvd. in Palmdale. The 2,325-square-foot property is new construction, with the grand opening scheduled for June 4, and has ",valid,title/source/url metadata are internally consistent,Market Intelligence,GP / Capital Activity,acceptable_repeat,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,Palmdale Chipotle Sale Sets Cap Rate Benchmark,Palmdale Chipotle Sale Sets Cap Rate Benchmark,3852 W Rancho Vista Blvd,General submarket monitoring,Unknown,Los Angeles,Los Angeles / California,General Residential,General Residential,Sale Sets Cap Rate Benchmark SRS Real Estate,Sale Sets Cap Rate Benchmark SRS Real Estate,Unknown,Unknown,Unknown,Completed / opened,2026,,,,Lease-Up / Delivery,Lease-Up / Delivery,Existing asset sale,Delivered / Lease-Up,excluded,excluded generic policy / market article,60,12,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Palmdale Chipotle Sale Sets Cap Rate Benchmark,Connect CRE California,https://www.connectcre.com/stories/palmdale-chipotle-sale-sets-cap-rate-benchmark/,Medium
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0089,Entitlement / Permitting - Los Angeles / California - Infill housing slated for 349 N. Oakhurst Ave. in Beverly Hills,80,AST-20260602-067,art_b4cd03841b97e08a,Palmdale Chipotle Sale Sets Cap Rate Benchmark,https://www.connectcre.com/stories/palmdale-chipotle-sale-sets-cap-rate-benchmark/,"Mon, 01 Jun 2026 10:24:33 +0000","California CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. California + Los Angeles + Net Lease | June 1, 2026 By: Paul Bubny Palmdale Chipotle Sale Sets Cap Rate Benchmark SRS Real Estate Partners completed the $4.39-million sale of a single-tenant property occupied by Chipotle located at 3852 W Rancho Vista Blvd. in Palmdale. The 2,325-square-foot property is new construction, with the grand opening scheduled for June 4, and has ",valid,title/source/url metadata are internally consistent,Market Intelligence,GP / Capital Activity,acceptable_repeat,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,Disposition / Exit - Los Angeles / California - Palmdale Chipotle Sale Sets Cap Rate Benchmark,Disposition / Exit - Los Angeles / California - Palmdale Chipotle Sale Sets Cap Rate Benchmark,Los Angeles,General submarket monitoring,Los Angeles,Los Angeles,California,General Residential,Unknown Residential,Unknown,Unknown,Unknown,Unknown,Unknown,Completed / opened,completed,,$4.39; $4.39,,Disposition / Exit,Lease-Up / Delivery,Existing asset sale,Delivered / Lease-Up,excluded,excluded generic policy / market article,58,20,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Palmdale Chipotle Sale Sets Cap Rate Benchmark,Connect CRE California,https://www.connectcre.com/stories/palmdale-chipotle-sale-sets-cap-rate-benchmark/,Low
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0132,General Project Signal - Phoenix / Arizona - Empire Group Starts Work on $170M Phoenix Apartment Tower,80,AST-20260602-068,art_8206d75fb8818e83,Work Begins on 94-Unit Scottsdale Luxury BTR Community,https://www.connectcre.com/stories/work-begins-on-94-unit-luxury-btr-community/,"Thu, 21 May 2026 18:50:22 +0000","Phoenix & Southwest CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Phoenix & Southwest + Phoenix + Apartments | May 21, 2026 By: Mike Boyd Work Begins on 94-Unit Scottsdale Luxury BTR Community Avala, a luxury rental home community by MODUS Companies, has broken ground. The 94-residence development, located at the northwest corner of 64th and Oak streets, is the first single-family rental community in Scottsdale to earn the Net Ze",valid,title/source/url metadata are internally consistent,Market Intelligence,,repeat_penalized,2026-05-21,2026-06-02,12,recent_4_14d,usable_recent,published date parsed; article age 12 day(s),55,accessible,BTR / Build-to-Rent - Phoenix / Arizona - Work Begins on 94-Unit Scottsdale Luxury BTR Community,BTR / Build-to-Rent - Phoenix / Arizona - Work Begins on 94-Unit Scottsdale Luxury BTR Community,Phoenix,General submarket monitoring,Phoenix,Phoenix / Arizona,Unknown,BTR / Single-Family Rental,BTR / Single-Family Rental,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,BTR / Build-to-Rent,General Asset Signal,Unknown site control,Unknown,construction_delivery_watch,matched development / asset strategy execution,57,31,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Work Begins on 94-Unit Scottsdale Luxury BTR Community,Connect CRE Phoenix,https://www.connectcre.com/stories/work-begins-on-94-unit-luxury-btr-community/,Low
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0089,Entitlement / Permitting - Los Angeles / California - Infill housing slated for 349 N. Oakhurst Ave. in Beverly Hills,80,AST-20260602-069,art_48986859dcaa29d2,Metro breaks ground on North Hollywood - Pasadena BRT line,https://la.urbanize.city/post/metro-breaks-ground-north-hollywood-pasadena-brt-line,"Fri, 29 May 2026 13:15:00 +0000","Metro breaks ground on North Hollywood - Pasadena BRT line | Urbanize LA Skip to main content Advertisement Advertisement At a ceremony earlier this week, Metro officially commenced work on a new bus rapid transit that will connect the San Fernando and San Gabriel valleys. The North Hollywood to Pasadena BRT Line , funded by the half-cent sales tax passed by Los Angeles County voters through Measure M in 2026, will run a roughly 19-mile corridor between the cities of Los Angeles, Burbank, Glenda",valid,title/source/url metadata are internally consistent,Development Activity,,acceptable_repeat,2026-05-29,2026-06-02,4,recent_4_14d,usable_recent,published date parsed; article age 4 day(s),66,accessible,Disposition / Exit - Los Angeles / California - Metro breaks ground on North Hollywood - Pasadena BRT line,Disposition / Exit - Los Angeles / California - Metro breaks ground on North Hollywood - Pasadena BRT line,Los Angeles,General submarket monitoring,Los Angeles,Los Angeles,California,General Residential,Unknown Residential,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$317 million,,Disposition / Exit,General Asset Signal,Existing asset sale,Unknown,construction_delivery_watch,matched breaks ground,54,26,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Metro breaks ground on North Hollywood - Pasadena BRT line,Urbanize LA,https://la.urbanize.city/post/metro-breaks-ground-north-hollywood-pasadena-brt-line,Low
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0126,Disposition / Exit - Other / Unknown - NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter,80,AST-20260602-076,art_bbf68370d5e8064d,First Quarter 2026 Multifamily Construction Data,https://eyeonhousing.org/2026/05/first-quarter-2026-multifamily-construction-data/,"Tue, 26 May 2026 12:31:00 +0000","First Quarter 2026 Multifamily Construction Data – Eye On Housing Skip to content First Quarter 2026 Multifamily Construction Data May 26, 2026 Robert Dietz No Comments According to NAHB analysis of quarterly Census data, the count of multifamily, for-rent housing starts increased year-over-year during the first quarter of 2026. For the quarter, 107,000 multifamily residences started construction. Of this total, 103,000 were built-for-rent. This built-for-rent total was 21% higher than in the fi",valid,title/source/url metadata are internally consistent,Market Intelligence,,repeat_penalized,2026-05-26,2026-06-02,7,recent_4_14d,usable_recent,published date parsed; article age 7 day(s),55,accessible,Development Start - Other / Unknown - First Quarter 2026 Multifamily Construction Data,Development Start - Other / Unknown - First Quarter 2026 Multifamily Construction Data,Unknown,General submarket monitoring,Unknown,Other / Unknown,Unknown,Multifamily,Multifamily,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,,,,Development Start,Development Start,Unknown site control,Unknown,construction_delivery_watch,matched development / asset strategy execution,51,27,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,First Quarter 2026 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/05/first-quarter-2026-multifamily-construction-data/,Low
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0039,Entitlement / Permitting - Atlanta / Georgia - Cambridge Properties Bringing New Life to Aging Charlotte Center,80,AST-20260602-013,art_fe54334ec3b83a18,Insignia Pursuing Embassy Row Redevelopment,https://www.connectcre.com/stories/insignia-pursuing-embassy-row-redevelopment/,"Wed, 20 May 2026 13:36:38 +0000","Atlanta & Southeast News In Your Inbox Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Atlanta & Southeast + Atlanta + Apartments | May 20, 2026 By: Mike Boyd Insignia Pursuing Embassy Row Redevelopment Insignia LLC hopes to continue its redevelopment of Embassy Row, a spread-out office park in Sandy Springs. The Atlanta Business Chronicle reports that the latest project would include 111 townhomes, 1,068 apartments, 15,300 square feet of retail space, an",valid,title/source/url metadata are internally consistent,Development Activity,,repeat_penalized,2026-05-20,2026-06-02,13,recent_4_14d,usable_recent,published date parsed; article age 13 day(s),55,accessible,Insignia Pursuing Embassy Row Redevelopment,Insignia Pursuing Embassy Row Redevelopment,Atlanta,General submarket monitoring,Atlanta,Los Angeles,Atlanta / Georgia,Apartment,Apartment,,,Unknown,Unknown,Unknown,Unknown,2026,,,300 square feet,General Asset Signal,General Asset Signal,Unknown site control,Unknown,construction_delivery_watch,matched development / asset strategy execution,51,23,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Insignia Pursuing Embassy Row Redevelopment,Connect CRE Atlanta,https://www.connectcre.com/stories/insignia-pursuing-embassy-row-redevelopment/,Medium
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0092,"First Projects Advance Under San Francisco's New Zoning Plan, But Costs Hold Pipeline To A Trickle",80,AST-20260602-083,,"First Projects Advance Under San Francisco's New Zoning Plan, But Costs Hold Pipeline To A Trickle",https://www.bisnow.com/san-francisco/news/multifamily/new-family-zoning-plan-housing-projects-sluggish-out-of-the-gate-134796,,,,,,,,,,,unknown_date,unknown_date_review,derived row did not carry source published date,,,"First Projects Advance Under San Francisco's New Zoning Plan, But Costs Hold Pipeline To A Trickle","First Projects Advance Under San Francisco's New Zoning Plan, But Costs Hold Pipeline To A Trickle",Los Angeles,General submarket monitoring,Los Angeles,Los Angeles,San Francisco / California,Multifamily,Multifamily,Unknown,Unknown,Unknown,Zoning / rezoning signal,Unknown,Unknown,2026,,,,Entitlement Play,Entitlement Play,Unknown site control,Entitlement / Planning,approval_watch,matched zoning,51,7,Relevant to entitlement monitoring,"Track entitlement, permit, density bonus, and construction-readiness milestones","First Projects Advance Under San Francisco's New Zoning Plan, But Costs Hold Pipeline To A Trickle",Bisnow,https://www.bisnow.com/san-francisco/news/multifamily/new-family-zoning-plan-housing-projects-sluggish-out-of-the-gate-134796,Low
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0039,Entitlement / Permitting - Atlanta / Georgia - Cambridge Properties Bringing New Life to Aging Charlotte Center,80,AST-20260602-021,art_0447996f7756bd32,Portman Targeting Duluth for Mixed-Use Project,https://www.connectcre.com/stories/portman-targeting-duluth-for-mixed-use-project/,"Thu, 28 May 2026 14:43:18 +0000","Atlanta & Southeast News In Your Inbox Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Atlanta & Southeast + Atlanta + Apartments | May 28, 2026 By: Mike Boyd Portman Targeting Duluth for Mixed-Use Project Portman Holdings is looking at 111.55 acres in Duluth for a mixed-use project. The Atlanta Business Chronicle reports the plan is to build about 1,400 new residential units – including apartments, townhomes and single-family homes – along with approxima",valid,title/source/url metadata are internally consistent,Development Activity,,acceptable_repeat,2026-05-28,2026-06-02,5,recent_4_14d,usable_recent,published date parsed; article age 5 day(s),62,accessible,Portman Targeting Duluth for Mixed-Use Project,Portman Targeting Duluth for Mixed-Use Project,Atlanta,Mixed-use corridor,Atlanta,Los Angeles,Atlanta / Georgia,Mixed-Use Residential,Mixed-Use Residential,,,Unknown,Unknown,Unknown,Unknown,2026,,,111.55 acres,Acquisition / Site Control,Acquisition / Site Control,Site acquired,Site Controlled,construction_delivery_watch,matched development / asset strategy execution,50,9,Relevant to underwriting benchmark,"Review acquisition, financing, ownership, and comparable transaction details",Portman Targeting Duluth for Mixed-Use Project,Connect CRE Atlanta,https://www.connectcre.com/stories/portman-targeting-duluth-for-mixed-use-project/,Medium
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0042,Austin Church Eyeing 880-Unit Rental Project,80,AST-20260602-016,art_67c59affb75dbca6,Austin Church Eyeing 880-Unit Rental Project,https://www.connectcre.com/stories/austin-church-eyeing-880-unit-rental-project/,"Mon, 01 Jun 2026 17:39:38 +0000","Texas CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Texas + Austin + Apartments | June 1, 2026 By: Mike Boyd Austin Church Eyeing 880-Unit Rental Project LifeFamily Church is looking to transform its 19-acre LifeFamily Mueller site into a mixed-use development. The Austin Business Journal reports the church has plans to construct 880 multifamily units and 15,000 square feet of religious assembly space on the site. The redevelopme",valid,title/source/url metadata are internally consistent,Development Activity,,acceptable_repeat,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,Austin Church Eyeing 880-Unit Rental Project,Austin Church Eyeing 880-Unit Rental Project,Austin,Mixed-use corridor,Austin,Los Angeles,Austin / Texas,Mixed-Use Residential,Mixed-Use Residential,,,Unknown,Unknown,Unknown,Unknown,2026,,,000 square feet,General Asset Signal,General Asset Signal,Land / parcel referenced,Site Search / Early Signal,construction_delivery_watch,matched development / asset strategy execution,47,13,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Austin Church Eyeing 880-Unit Rental Project,Connect CRE Apartments,https://www.connectcre.com/stories/austin-church-eyeing-880-unit-rental-project/,Low
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0047,General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project,100,AST-20260602-022,art_317a006b785fbe0a,JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,https://www.connectcre.com/stories/jll-lines-up-144m-construction-loan-for-santa-ana-multifamily/,"Wed, 29 Apr 2026 22:15:05 +0000","California CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. California + Orange County + Apartments | April 29, 2026 By: Paul Bubny JLL Lines Up $144M Construction Loan for Santa Ana Multifamily JLL Capital Markets recently arranged a $144-million construction loan for The Carina, a 408-unit multifamily development project in Santa Ana. Senior director Jamie Kline, director Charlie Vorsheck, senior analyst Nick Englhard and analyst ",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,repeat_penalized,2026-04-29,2026-06-02,34,old_31d_plus,historical_only,published date parsed; article age 34 day(s),5,accessible,Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,California,General submarket monitoring,California,Los Angeles,California,Apartment,Apartment,JLL,JLL,JLL,Unknown,Unknown,Unknown,No explicit timing reference,,$144M; $144M; $144,,Construction Financing,Refinancing / Recapitalization,Unknown site control,Unknown,excluded,transaction / capital guard: loan,45,5,Relevant to underwriting benchmark,"Review acquisition, financing, ownership, and comparable transaction details",JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,Connect CRE Orange County,https://www.connectcre.com/stories/jll-lines-up-144m-construction-loan-for-santa-ana-multifamily/,Low
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0037,Disposition / Exit - Atlanta / Georgia - Eaton Vance Picks Charlotte Rental Community for $65.8M,100,AST-20260602-026,art_8c96de4ff1ebee0a,Eaton Vance Picks Charlotte Rental Community for $65.8M,https://www.connectcre.com/stories/eaton-vance-picks-charlotte-rental-community-for-65-8m/,"Mon, 11 Dec 2023 14:01:52 +0000","Atlanta & Southeast News In Your Inbox Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Atlanta & Southeast + Carolinas + Charlotte + Apartments | December 11, 2023 By: Mike Boyd Eaton Vance Picks Charlotte Rental Community for $65.8M JLL Income Property Trust has sold Presley Uptown, a 230-unit community in Charlotte, for $65.8 million, nearly $300K/unit. The JLL REIT paid $55 million for the project in 2019. The buyer, Eaton Vance Investment Managers als",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,repeat_penalized,2023-12-11,2026-06-02,904,old_31d_plus,historical_only,published date parsed; article age 904 day(s),5,accessible,Disposition / Exit - Atlanta / Georgia - Eaton Vance Picks Charlotte Rental Community for $65.8M,Disposition / Exit - Atlanta / Georgia - Eaton Vance Picks Charlotte Rental Community for $65.8M,Atlanta,General submarket monitoring,Atlanta,Los Angeles,Unknown,Apartment,Apartment,JLL,JLL,JLL,Unknown,Unknown,Unknown,No explicit timing reference,,$65.8M; $65.8M; $65.8 million,,Disposition / Exit,General Asset Signal,Existing asset sale,Unknown,excluded,transaction / capital guard: disposition,45,0,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Eaton Vance Picks Charlotte Rental Community for $65.8M,Connect CRE Charlotte,https://www.connectcre.com/stories/eaton-vance-picks-charlotte-rental-community-for-65-8m/,Low
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0038,Disposition / Exit - Atlanta / Georgia - Charlotte Apartment Project Fetches $107M,100,AST-20260602-025,art_60303e6c9069cb7f,Charlotte Apartment Project Fetches $107M,https://www.connectcre.com/stories/charlotte-apartment-project-fetches-107m/,"Mon, 04 Dec 2023 13:58:23 +0000","Atlanta & Southeast News In Your Inbox Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Atlanta & Southeast + Carolinas + Charlotte + Apartments | December 4, 2023 By: Mike Boyd Charlotte Apartment Project Fetches $107M A Northmarq team led by Allan Lynch brokered the sale of Alta Filament, a 352-unit luxury multifamily property, for $107 million. The newly built community is located in the Mill District neighborhood. Northmarq represented the seller, Wood",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,repeat_penalized,2023-12-04,2026-06-02,911,old_31d_plus,historical_only,published date parsed; article age 911 day(s),5,accessible,Disposition / Exit - Atlanta / Georgia - Charlotte Apartment Project Fetches $107M,Disposition / Exit - Atlanta / Georgia - Charlotte Apartment Project Fetches $107M,Atlanta,General submarket monitoring,Atlanta,Los Angeles,Unknown,Apartment,Apartment,Wood Partners,Wood Partners,northmarq,Unknown,Unknown,Unknown,No explicit timing reference,,$107M; $107M; $107 million,,Disposition / Exit,General Asset Signal,Existing asset sale,Unknown,excluded,transaction / capital guard: disposition,44,0,General monitoring,Monitor asset-level signal for repeated confirmation,Charlotte Apartment Project Fetches $107M,Connect CRE Charlotte,https://www.connectcre.com/stories/charlotte-apartment-project-fetches-107m/,Low
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0099,Construction Financing - Miami / Florida - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,80,AST-20260602-017,art_b89c31247b8e08d2,W. Palm Beach Developer Eyeing 25-Story Apartment Tower,https://www.connectcre.com/stories/w-palm-beach-developer-eyeing-25-story-apartment-tower/,"Thu, 28 May 2026 14:18:13 +0000","Florida & Gulf Coast CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Florida & Gulf Coast + South Florida + Apartments | May 28, 2026 By: Mike Boyd W. Palm Beach Developer Eyeing 25-Story Apartment Tower Developer Jeff Greene is making a pitch to build a 399-unit, mixed-income apartment complex in West Palm Beach. The project would also include 7,557 square feet of retail. The S. Florida Business Journal reports Greene wants to inc",valid,title/source/url metadata are internally consistent,Article Feed,,acceptable_repeat,2026-05-28,2026-06-02,5,recent_4_14d,usable_recent,published date parsed; article age 5 day(s),62,accessible,W. Palm Beach Developer Eyeing 25-Story Apartment Tower,W. Palm Beach Developer Eyeing 25-Story Apartment Tower,Miami / Florida,General submarket monitoring,Unknown,Miami / Florida,Miami / Florida,Affordable Housing,Affordable Housing,,,Unknown,Unknown,Unknown,Unknown,2026,,,557 square feet,Acquisition / Site Control,Acquisition / Site Control,Site acquired,Site Controlled,approval_watch,matched developer eyeing,43,12,General monitoring,"Review acquisition, financing, ownership, and comparable transaction details",W. Palm Beach Developer Eyeing 25-Story Apartment Tower,Connect CRE South Florida,https://www.connectcre.com/stories/w-palm-beach-developer-eyeing-25-story-apartment-tower/,Low
2026-06-02,20260602-040308-43dadaf3,PRJ-20260602-0078,BHI Lends $170M on Third Avenue Office-to-Resi Conversion,100,AST-20260602-082,,BHI Lends $170M on Third Avenue Office-to-Resi Conversion,https://commercialobserver.com/2026/06/bhi-metro-loft-third-avenue-manhattan-office-to-resi-conversion/,,,,,,,,,,,unknown_date,unknown_date_review,derived row did not carry source published date,,,BHI Lends $170M on Third Avenue Office-to-Resi Conversion,BHI Lends $170M on Third Avenue Office-to-Resi Conversion,Los Angeles,General submarket monitoring,Los Angeles,Other / Unknown,Other / Unknown,Office-to-Residential Conversion,Office-to-Residential Conversion,BHI,BHI,Unknown,Unknown,Unknown,Unknown,2026,,,,General Asset Signal,General Asset Signal,Unknown site control,Unknown,construction_delivery_watch,matched development / asset strategy execution,39,0,General monitoring,Monitor asset-level signal for repeated confirmation,BHI Lends $170M on Third Avenue Office-to-Resi Conversion,Commercial Observer,https://commercialobserver.com/2026/06/bhi-metro-loft-third-avenue-manhattan-office-to-resi-conversion/,Low
